Q75DepDateDiff,ActivityPerDep,CountBets60Days,DepositCount,BetAmountSumLast30_log,BetAmountSumLast30,DepositCount_log,LTV,LTV_log,StdDepDateDiff,CountBets90Days,CountBets30Days_log,BetAmountSumLast60,GGR30Days,BonusUsedCount,GGR30Days_log,BetAmountSumLast90,CountBets30Days,DepositAmountPrevMean,ScorumBetMax,DepositAmountPrevH10,RecencyFirstBet,RecencyFirstDeposit,DepositAmountPrevH6,DepositAmountPrevMax,GGR60Days,DepositAmountPrevStdDev,LossBets60Days,BetAmountSumLast14,WinBets60Days,DepositAmountPrevH5,DepositAmountPrevH4,DepositAmountPrevH8,DepositAmountPrevH9,DepositAmountPrevH3,BetsSegment,RecencyLastBonusUsed,DepositAmountPrevH2,DepositAmountPrevH7,GGR7Days
2.0,0.7616,91.0,111.0,9.998070422460186,21983.005,4.718498871295094,4560.0,8.4252971767117,9.336065348841046,127.0,3.871201010907891,44092.003,3386.0,11.0,8.127699852817772,63974.96599999999,47.0,1505.6818186442058,100.0,1150.0,613.0,616.0,1550.0,6500.0,6520.0,1462.5384993982968,109.0,9086.004,128.0,2350.0,2500.0,1628.0,1420.0,3210.0,0-17,41.0,3835.0,1258.0,500.0
